job_id,title,company,location,salary_raw,jd_raw,source,jd_text,salary_min,salary_max,salary_currency,skills
jobsdb_ML_engineer_p2_24,Software Engineer - ML / AI Engineer (Perm/Contract),221b Limited,Southern District,,We look for a forward-thinking ML/AI Engineer to contribute to a confidential large language model (LLM) project in the financial services domain.,jobsdb,We look for a forward-thinking ML/AI Engineer to contribute to a confidential large language model (LLM) project in the financial services domain.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_ML_engineer_p2_25,AI Engineer,United Asia Finance Limited,Wan Chai,,Collaborate with cross-functional teams to plan and execute cloud transformation strategies,jobsdb,Collaborate with cross-functional teams to plan and execute cloud transformation strategies,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': ['Cross.functional']}"
jobsdb_ML_engineer_p2_27,Senior Data Scientist,Green Tomato Limited,Kowloon Bay,,We are hiring talent like you!,jobsdb,We are hiring talent like you!,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_data_scientist_p1_3,Senior Data Analyst,Lalamove,Kowloon Tong,,"Drive decisions for the company via data analytics, visualization dashboards, and stakeholder collaboration.",jobsdb,"Drive decisions for the company via data analytics, visualization dashboards, and stakeholder collaboration.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': ['Collaboration']}"
jobsdb_data_scientist_p2_10,"Data Scientist Analyst (Top-tier Bank, 80k)",Michael Page International (HK) Ltd,Kowloon,$65k - $80k p.m.,"Act as the primary interface between the technical development team (Data Scientists/Engineers) and business stakeholders (Compliance, Risk, Ops).",jobsdb,"Act as the primary interface between the technical development team (Data Scientists/Engineers) and business stakeholders (Compliance, Risk, Ops).",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_data_scientist_p2_14,Business Analytics & Campaign Management Professional (Contract),China Construction Bank (Asia) Corporation Limited,Kowloon Bay,,"Manage marketing campaigns
Formulate business analyses 
initiate the development of appropriate propensity models",jobsdb,Manage marketing campaigns Formulate business analyses initiate the development of appropriate propensity models,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_data_scientist_p2_15,Senior Product Manager (AI/ Data/ API-based Products),HKT,Hong Kong Island,,"Senior Product Manager for GenAI platform and App Center initiatives: training materials, user guidelines, and documentation",jobsdb,"Senior Product Manager for GenAI platform and App Center initiatives: training materials, user guidelines, and documentation",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_data_scientist_p2_16,"Data Analytics Executive, Employee Benefits",Nova Insurance Consultants Limited,Kowloon Bay,,"Assist in designing, maintaining, and enhancing Power BI dashboards to track...",jobsdb,"Assist in designing, maintaining, and enhancing Power BI dashboards to track...",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_data_scientist_p2_17,Data Scientist (Computer Science or Equivalent) (Level 2-5) (Good Bonus),Risksis Technology Limited,Hong Kong SAR,,"Responsibilities:
- Front-to-Back Software System Development
- Machine Learning or AI Algorithm Development
- Data Science and Analytic Works",jobsdb,Responsibilities: - Front-to-Back Software System Development - Machine Learning or AI Algorithm Development - Data Science and Analytic Works,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_data_scientist_p2_19,"Data Engineer (AWS, Tableau) - Financial Services Industry",TEKsystems,Central,"$35,000 – $45,000 per month",Data engineering role for regional initative in financial services industry,jobsdb,Data engineering role for regional initative in financial services industry,45000.0,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_data_scientist_p2_20,Senior Data Scientist,The Hong Kong Jockey Club,Sha Tin District,,"Maintain and enhance data processes to ensure accurate, reliable data",jobsdb,"Maintain and enhance data processes to ensure accurate, reliable data",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_data_scientist_p2_21,Business Analyst (Agentic AI Platform),Set Sail Venture Limited,Cheung Sha Wan,"$18,000 – $25,000 per month","Set Sail A.I. seeks a Business Analyst to enhance virtual assistant development. Join a passionate team, leveraging AI and user-centered design.",jobsdb,"Set Sail A.I. seeks a Business Analyst to enhance virtual assistant development. Join a passionate team, leveraging AI and user-centered design.",25000.0,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_data_scientist_p2_22,Data Scientist - Financial Institutions,Ikas International (Asia) Limited,Central,,Data Scientist opportunity at a well-known financial institutions.,jobsdb,Data Scientist opportunity at a well-known financial institutions.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_researcher_p1_4,Analyst - Business Consulting - Strategy & Gen-AI Core - Hong Kong,Deloitte Touche Tohmatsu,Tai Koo,,Minimum 1 year experience in AI strategy consulting and advisory,jobsdb,Minimum 1 year experience in AI strategy consulting and advisory,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_researcher_p2_10,AI Researcher (Phd in Computer Science Preferred),Risksis Technology Limited,Hong Kong SAR,,"Responsibilities:
- AI Academic Research
- AI Programming & Experiments on Research",jobsdb,Responsibilities: - AI Academic Research - AI Programming Experiments on Research,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_researcher_p2_12,AI & TECHNOLOGY ANALYST,Sun Hung Kai Properties Ltd,Wan Chai,,"""Building Homes with Heart"" - SHKP was publicly listed in 1972 and is now one of the largest property companies in HK with about 38,000 employees.",jobsdb,"Building Homes with Heart - SHKP was publicly listed in 1972 and is now one of the largest property companies in HK with about 38,000 employees.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_researcher_p2_17,Project Manager / AI Financial Algorithm Engineer/ Sr. Quantitative Researcher,Capital Finance Holdings Limited,Wan Chai,,Selected candidates will play a pivotal role in leading high-level research projects in collaboration with the Hong Kong Academy.,jobsdb,Selected candidates will play a pivotal role in leading high-level research projects in collaboration with the Hong Kong Academy.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': ['Collaboration']}"
jobsdb_AI_researcher_p2_18,AI & Technology Consultant,Alternative Logic,Hong Kong Island,,Alternative Logic seeks an AI & Technology Consultant to drive innovation within our construction disputes practice.,jobsdb,Alternative Logic seeks an AI Technology Consultant to drive innovation within our construction disputes practice.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_researcher_p2_19,AI Solutions Consultant/Senior AI Solutions Consultant,China Telecom Global Limited,Wan Chai District,,Design and implement AI solutions while building strategic partnerships to drive business growth in global markets.,jobsdb,Design and implement AI solutions while building strategic partnerships to drive business growth in global markets.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_researcher_p2_27,"Consultant, Industrial AI",Hong Kong Productivity Council,Kowloon Tong,,Execute technology projects and industry-wide enhancement projects,jobsdb,Execute technology projects and industry-wide enhancement projects,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_LangChain_p2_14,Graduate Associate -  AI Development / Software Development,Appcara Hong Kong Limited,Kowloon Bay,,"Full-Stack Development: Design, code, and maintain scalable features for our applications using modern frameworks.",jobsdb,"Full-Stack Development: Design, code, and maintain scalable features for our applications using modern frameworks.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_LangChain_p2_16,AI Product Owner Graduate Trainee,Galaxy Telecom (Hong Kong) Limited,Ngau Tau Kok,"$20,000 – $25,000 per month",AI Product Owner Graduate Trainee,jobsdb,AI Product Owner Graduate Trainee,25000.0,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_LangChain_p2_19,Intern – AI Agent Research,Dabanc,Tseung Kwan O,"$10,000 per month",Conduct deep-dive research on the AI Agent technology ecosystem.,jobsdb,Conduct deep-dive research on the AI Agent technology ecosystem.,10000.0,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_LangChain_p2_20,Senior Product Engineer (AI Agent Application),CITIC Telecom International Holdings Limited,Kwai Fong,,Product Engineering and AI Agent application,jobsdb,Product Engineering and AI Agent application,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_LangChain_p2_22,Senior AI Engineer (1-year contract),Langham Hotels International Ltd,Hong Kong Island,,"About Langham Hospitality Group    A wholly-owned subsidiary of Great Eagle Holdings, Langham Hospitality Group (LHG) comprises a family of distin",jobsdb,"About Langham Hospitality Group A wholly-owned subsidiary of Great Eagle Holdings, Langham Hospitality Group (LHG) comprises a family of distin",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_LangChain_p2_23,Technical Product Manager (AI Infrastructure & Agents),OneAsia Network Limited,Kowloon Bay,,"Product Roadmap & Strategy, Agent Ecosystem & Commercialization, Cross-Silicon Strategy, Value Proposition & Use Cases, etc.",jobsdb,"Product Roadmap Strategy, Agent Ecosystem Commercialization, Cross-Silicon Strategy, Value Proposition Use Cases, etc.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_LangChain_p2_26,DevOps Engineer,OAC Group Limited,Kowloon,"$55,000 – $65,000 per month","Power energy growth, transform data, and fuel sustainable AI innovation.",jobsdb,"Power energy growth, transform data, and fuel sustainable AI innovation.",65000.0,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_LangChain_p2_28,Assistant Program Manager (AI) - ITSO and VPABO,The Hong Kong University of Science and Technology,Sai Kung District,,Assistant Program Manager (AI) - Information Technology Services Office and Office of the Vice-President for Administration & Business,jobsdb,Assistant Program Manager (AI) - Information Technology Services Office and Office of the Vice-President for Administration Business,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_RAG_p1_0,"Junior AI Engineer (RAG, Cutting Edge Solution) - Michael Page",Michael Page International (HK) Ltd,Hong Kong SAR,,"Developing and implementing AI models and algorithms to solve complex business problems.
Collaborating with cross-functional teams to integrate AI...",jobsdb,Developing and implementing AI models and algorithms to solve complex business problems. Collaborating with cross-functional teams to integrate AI...,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': ['Cross.functional']}"
jobsdb_RAG_p2_13,Data Scientist / Senior Data Scientist,Pacific Basin Shipping (HK) Limited,Southern District,,"Designing and delivering advanced data solutions, including ML and AI, for operational performance and business decision-making.",jobsdb,"Designing and delivering advanced data solutions, including ML and AI, for operational performance and business decision-making.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_RAG_p2_18,(Senior) Technology Risk Manager (Artificial Intelligence),Bank of China (Hong Kong) Limited,Central,Negotiable,--,jobsdb,--,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_RAG_p2_22,Senior Software Engineers,TeamNote Limited,Lai Chi Kok,,"Build TeamNote’s core platform and private LLM/RAG solutions using AI tools to ship secure, high-quality corporate software at an accelerated pace.",jobsdb,"Build TeamNote s core platform and private LLM/RAG solutions using AI tools to ship secure, high-quality corporate software at an accelerated pace.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_generative_AI_p1_1,Systems Development Manager (Generative AI) - AVP - Corporate Web Services - IT,Hong Kong Exchanges & Clearing Ltd,Hong Kong SAR,,You will play a vital role in driving the successful deployment and integration of Generative/ Traditional AI solutions across HKEX.,jobsdb,You will play a vital role in driving the successful deployment and integration of Generative/ Traditional AI solutions across HKEX.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_generative_AI_p2_11,"Chief Director, AI Platform & Solutions",Hong Kong Applied Science and Technology Research Institute Company Limited,Sha Tin District,,"The incumbent will lead our professional technical department, applying their expertise in the field of AI Platform & Solutions.",jobsdb,"The incumbent will lead our professional technical department, applying their expertise in the field of AI Platform Solutions.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_generative_AI_p2_15,AI Engineering Lead (GenAI / Platform),Michael Page International (HK) Ltd,Central and Western District,$60k - $88k p.m.,"It leads the design and development of an enterprise AI platform, combining hands-on engineering with team leadership to enable scalable AI platform.",jobsdb,"It leads the design and development of an enterprise AI platform, combining hands-on engineering with team leadership to enable scalable AI platform.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': ['Leadership']}"
jobsdb_generative_AI_p2_17,AI Platform Lead | GenAI & MLOps | Top Financial Firm - J12838,Pinpoint Asia,Central and Western District,"$60,000 – $80,000 per month","You will design, develop, and maintain the client's cutting-edge AI infrastructure and platforms.",jobsdb,"You will design, develop, and maintain the client s cutting-edge AI infrastructure and platforms.",80000.0,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_generative_AI_p2_25,Copilot SME AI Engineer – Transform Enterprise AI,TEKsystems,Hong Kong Island,,Drive enterprise AI adoption at a global bank by building and delivering Microsoft Copilot solutions.,jobsdb,Drive enterprise AI adoption at a global bank by building and delivering Microsoft Copilot solutions.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_prompt_engineer_p2_6,AI Safety Specialist (AI Engineering),Hyphen Connect Limited,Hong Kong SAR,,We are searching for an AI Safety Specialist who will play a crucial role in enhancing the security and robustness of language models. You will...,jobsdb,We are searching for an AI Safety Specialist who will play a crucial role in enhancing the security and robustness of language models. You will...,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_prompt_engineer_p2_7,AI Algorithm Engineer,SaneChoice HK Limited,Kwai Chung,,AI 算法工程师,jobsdb,AI 算法工程师,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_prompt_engineer_p2_9,Network Engineer / System Engineer / NOC Engineer / IT Support,Seamatch Asia Limited,Tsim Sha Tsui,,"Good working opportunities, Large Company, 5 days' work",jobsdb,"Good working opportunities, Large Company, 5 days work",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_prompt_engineer_p2_14,Associate Product Manager (FormX.ai),Oursky Limited,Lai Chi Kok,"$33,000 – $40,000 per month","Most PM roles have you writing tickets. This one has you shaping product alongside a founder, on a platform enterprises in Asia actually depend on.",jobsdb,"Most PM roles have you writing tickets. This one has you shaping product alongside a founder, on a platform enterprises in Asia actually depend on.",40000.0,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_prompt_engineer_p2_20,Back-end Developer / Engineer / Programmer,Eventmaster Limited,Lai Chi Kok,,"Join us as a Backend Developer! 
Build scalable systems, integrate modern AI workflows, and grow with a great team. Fresh grads welcome. 
Apply now!",jobsdb,"Join us as a Backend Developer! Build scalable systems, integrate modern AI workflows, and grow with a great team. Fresh grads welcome. Apply now!",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_prompt_engineer_p2_21,AI 助理 (AI Assistant),Sino Shine Investment Limited,Central,"$20,000 – $22,000 per month",【徵人】AI 助理 (AI Assistant),jobsdb,徵人 AI 助理 (AI Assistant),22000.0,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_prompt_engineer_p2_22,Front-end Developer / Engineer/Programmer,Eventmaster Limited,Lai Chi Kok,,"Craft beautiful user interfaces and explore the latest frontend tech. We value brainstorming, learning, and fresh ideas. Fresh grads welcome to apply!",jobsdb,"Craft beautiful user interfaces and explore the latest frontend tech. We value brainstorming, learning, and fresh ideas. Fresh grads welcome to apply!",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_architect_p1_2,Senior Manager - Information Technology (AI solutions),Macleans Consulting International Limited,Kowloon,,"Hong Kong and Asia well-established Listed Group, business involve property development, retail and supply chain.",jobsdb,"Hong Kong and Asia well-established Listed Group, business involve property development, retail and supply chain.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_architect_p1_4,"Solution Architect (AI, Infrastructure, Bank / Finance, 65-85K)",Swing Consulting Limited,Tsim Sha Tsui,"$65,000 – $75,000 per month","Seeking a Solution Architect to deliver production-grade AI platforms, manage GPU infrastructure, and drive banking-grade vendor evaluations.",jobsdb,"Seeking a Solution Architect to deliver production-grade AI platforms, manage GPU infrastructure, and drive banking-grade vendor evaluations.",75000.0,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_architect_p2_12,Solutions Architect (AI/IoT),Tenth Revolution Group,Hong Kong Island,$55k - $65k p.m. +  Negotiable,"Solutions Architect (AI, IoT & Security)",jobsdb,"Solutions Architect (AI, IoT Security)",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_architect_p2_13,Data Architect (AVP) – Chief Data Office - IT,Hong Kong Exchanges & Clearing Ltd,Hong Kong SAR,,"Data Architect supports Chief Data Office by building a scalable, well structured, and AI ready data foundation. As HKEX expands its data...",jobsdb,"Data Architect supports Chief Data Office by building a scalable, well structured, and AI ready data foundation. As HKEX expands its data...",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_architect_p2_14,"ERP Solution Architect, Group IT",Tenth Revolution Group,Central and Western District,$85k - $100k p.m. +  Negotiable,🚨 Hiring: ERP Solution Architect (Hong Kong),jobsdb,Hiring: ERP Solution Architect (Hong Kong),,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_architect_p2_16,Agent Solution Architect,Tectura Hong Kong Ltd,Tsim Sha Tsui,,Unique opportunity to define and lead the architectural vision for AI‑driven enterprise solutions.,jobsdb,Unique opportunity to define and lead the architectural vision for AI driven enterprise solutions.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_architect_p2_17,"AI System Architect / System Analyst, Financial Technonlogy",Industrial and Commercial Bank of China (Asia) Limited,Hung Hom,,Participate in the application architectural design,jobsdb,Participate in the application architectural design,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_architect_p2_18,Lead Solution Architect,Lenovo PCCW Solutions,Tai Kok Tsui,,The Lead Solution Architect is responsible for end to end application and system architecture for government and public sector clients,jobsdb,The Lead Solution Architect is responsible for end to end application and system architecture for government and public sector clients,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_architect_p2_19,Infrastructure Technical Architect,ADECCO,Hong Kong Island,"$80,000 – $100,000 per month","to provide technical expertise and support in infrastructure solutions, including public cloud, mainframe, and network systems",jobsdb,"to provide technical expertise and support in infrastructure solutions, including public cloud, mainframe, and network systems",100000.0,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_architect_p2_21,AI and Data Systems Architecture Engineer,SaneChoice HK Limited,Kwai Chung,,AI与数据系统架构工程师,jobsdb,AI与数据系统架构工程师,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_architect_p2_22,AI Solutions Architect,Spark Education (Hong Kong) Limited,Wan Chai District,,"Welcome to submit your resume to join us, let's grow together",jobsdb,"Welcome to submit your resume to join us, let s grow together",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_architect_p2_23,Project Manager Data &AI (Leading Financial Institution) - J12572,Pinpoint Asia,Admiralty,"$60,000 – $80,000 per month",A high-caliber Data Solutions and AI Project Manager to spearhead the next generation of intelligent banking.,jobsdb,A high-caliber Data Solutions and AI Project Manager to spearhead the next generation of intelligent banking.,80000.0,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_architect_p2_24,Solutions Architect Lead,"Nextlink (HK) Technology Co., Ltd.",Hong Kong SAR,,Experienced solution architect passionate about solving business challenges with Public Cloud solutions.,jobsdb,Experienced solution architect passionate about solving business challenges with Public Cloud solutions.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_architect_p2_25,AI Engineer/ AI Architect,ST Partnership Limited,Hong Kong Island,"$60,000 – $85,000 per month",Step into a high-impact role where your AI expertise will shape the future of financial services.,jobsdb,Step into a high-impact role where your AI expertise will shape the future of financial services.,85000.0,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_architect_p2_26,AI Platform Lead - Financial Institutions,Ikas International (Asia) Limited,Hong Kong Island,,"Lead production AI platforms: scalable architecture, MLOps/LLMOps, GPU optimization, IaC, POCs. Partner with DS/AI teams in a regulated environment.",jobsdb,"Lead production AI platforms: scalable architecture, MLOps/LLMOps, GPU optimization, IaC, POCs. Partner with DS/AI teams in a regulated environment.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': ['Mlops'], 'databases': [], 'soft_skills': []}"
jobsdb_AI_architect_p2_27,AI Solution Architect (Ref: JDB/CISC/AI),CISC Limited,Wong Chuk Hang,,"C&T Group is a leading IT service provider committed to delivering best-of-breed software products, effective IT solutions, and quality services.",jobsdb,"C T Group is a leading IT service provider committed to delivering best-of-breed software products, effective IT solutions, and quality services.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_architect_p2_28,Systems Architect (C39079),InfoTech Services ( HK ) Ltd. 資訊科技服務(香港)有限公司,Hong Kong Island,,The Systems Architect supports the documentation and consolidation of technology architecture views.,jobsdb,The Systems Architect supports the documentation and consolidation of technology architecture views.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
