job_id,title,company,location,salary_raw,jd_raw,source,jd_text,salary_min,salary_max,salary_currency,skills
jobsdb_AI_engineer_p2_13,AI Engineer,Global Headwear Limited,Kwun Tong District,,Experience in the garment and manufacturing industries is preferred. Join our dynamic team!,jobsdb,Experience in the garment and manufacturing industries is preferred. Join our dynamic team!,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_engineer_p2_14,AI Engineer,United Chinese Plastics Products Co Ltd,Hung Hom,,N/A,jobsdb,N/A,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_engineer_p2_15,LLM Engineer (Data and Optimization),"TCL Corporate Research (Hong Kong) Co., Limited",Science Park,,This position offers the opportunity to work on innovative projects and contribute to the development of advanced AI solutions,jobsdb,This position offers the opportunity to work on innovative projects and contribute to the development of advanced AI solutions,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_engineer_p2_16,AI Analyst (Infrastructure focus),Optimum Solutions (Hong Kong) Limited,Central,,Opportunity to work in good company,jobsdb,Opportunity to work in good company,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_engineer_p2_17,AI Technical Leads / AI Officers,Quam Plus International Financial Limited,Sheung Wan,,This role offers the opportunity to shape AI in a dynamic financial services firm and deliver impactful business solutions,jobsdb,This role offers the opportunity to shape AI in a dynamic financial services firm and deliver impactful business solutions,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_engineer_p2_18,AI Engineer,ESD Services Limited (ESDlife),Hung Hom,,"Build RAG pipelines, LLM apps, integrate APIs, optimize, ensure security & innovate.",jobsdb,"Build RAG pipelines, LLM apps, integrate APIs, optimize, ensure security innovate.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_engineer_p2_19,AI Engineer,Chain Technology Development Co. Limited,Kowloon Bay,,"Looking for a skilled Machine Learning Engineer, focus on AI(Agentic) & LLM Application Engineering (LLMOps) with solid foundation in algorithms.",jobsdb,"Looking for a skilled Machine Learning Engineer, focus on AI(Agentic) LLM Application Engineering (LLMOps) with solid foundation in algorithms.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_engineer_p2_20,"Machine Learning Engineer, Computer Vision (Gaming company, Up to $60k)",Recruit Logic Limited,Lai Chi Kok,,Our client is seeking a machine learning engineer who is familiar with computer vision and is a strong coder.,jobsdb,Our client is seeking a machine learning engineer who is familiar with computer vision and is a strong coder.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_engineer_p2_21,System Analyst (AI Team),I-Medi Asia Limited,Mong Kok,,Join a listed MNC’s new AI transformation team to build innovative digital and AI-powered solutions using emerging technologies and LLMs.,jobsdb,Join a listed MNC s new AI transformation team to build innovative digital and AI-powered solutions using emerging technologies and LLMs.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_engineer_p2_22,AI Engineer,Legend Interiors Limited,Kowloon Bay,,"Design, develop, and implement AI solutions to enhance the company’s interior design, operations, and management efficiency",jobsdb,"Design, develop, and implement AI solutions to enhance the company s interior design, operations, and management efficiency",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_engineer_p2_23,AI Platform Architect,Dah Chong Hong Holdings Limited,Kowloon Bay,,Own the technical architecture of our AI agentic platform while leading the formation of a dedicated AI-assisted development team.,jobsdb,Own the technical architecture of our AI agentic platform while leading the formation of a dedicated AI-assisted development team.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_engineer_p2_24,Senior AI Solution Engineer,ESD Services Limited (ESDlife),Hung Hom,,"Lead the design and delivery of enterprise AI and GenAI solutions, integrating LLM, RAG, and MLOps to support business transformation.",jobsdb,"Lead the design and delivery of enterprise AI and GenAI solutions, integrating LLM, RAG, and MLOps to support business transformation.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': ['Mlops'], 'databases': [], 'soft_skills': []}"
jobsdb_AI_engineer_p2_25,Senior Software Engineer,Solos Technology Limited,Sha Tin District,,We're looking for mobile app and AI backend senior software engineers to build an innovative smart glasses product.,jobsdb,We re looking for mobile app and AI backend senior software engineers to build an innovative smart glasses product.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_engineer_p2_26,AI Software Engineer - Strategic Office - Toptier MNC,Ignite Recruitment Hong Kong Limited,Hong Kong Island,"$35,000 – $50,000 per month","AI as a core enterprise capability. We treat AI engineering like mission-critical software: secure, observable, scalable, and supportable.",jobsdb,"AI as a core enterprise capability. We treat AI engineering like mission-critical software: secure, observable, scalable, and supportable.",50000.0,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_engineer_p2_27,AI Application Architect,China Mobile International Limited,Kwai Hing,,e are seeking a forward-thinking and experienced AI Application Architect to lead our company-wide AI empowerment initiative,jobsdb,e are seeking a forward-thinking and experienced AI Application Architect to lead our company-wide AI empowerment initiative,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_engineer_p2_28,AI Solution Engineer,Accentrix Company Limited,Tsim Sha Tsui,,"Business Analyst bridge business needs and technology, driving improvements through analysis, requirements gathering and collaboration with teams.",jobsdb,"Business Analyst bridge business needs and technology, driving improvements through analysis, requirements gathering and collaboration with teams.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': ['Collaboration']}"
jobsdb_AI_engineer_p3_52,Senior AI Solution Engineer (Ref: 26052802),CIAO International Limited,Ngau Tau Kok,,"Design, develop, and implement enterprise-grade AI- centric solutions.",jobsdb,"Design, develop, and implement enterprise-grade AI- centric solutions.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_machine_learning_p1_0,Data Scientist,Meego Technology Limited,Sheung Wan,,"Fast growing company, opportunity to lead, build and create new innovations.",jobsdb,"Fast growing company, opportunity to lead, build and create new innovations.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_machine_learning_p2_12,Data Scientist – Leading Technology Consultancy - J12851,Pinpoint Asia,Admiralty,,"Architect, train, and operationalize scalable Machine Learning models to solve real-world business challenges.",jobsdb,"Architect, train, and operationalize scalable Machine Learning models to solve real-world business challenges.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_machine_learning_p2_13,Intern Trainee - AI,Kin Wing Engineering Company Limited,Lai Chi Kok,,Assist in designing and documenting work flow improvements powered by AI.,jobsdb,Assist in designing and documenting work flow improvements powered by AI.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_machine_learning_p2_16,Data & AI Architect,ConnectedGroup Limited,Central and Western District,,"Our client, a leading HK-based organization is looking to hire an experienced Data and AI Architect.",jobsdb,"Our client, a leading HK-based organization is looking to hire an experienced Data and AI Architect.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_machine_learning_p2_19,Senior Data Analyst / Assistant Manager (Digital Transformation & AI),Emperor Cinemas Limited,Wan Chai District,,We are seeking a commercially-minded and talent to drive data-driven decision-making and operational efficiency across our cinema network.,jobsdb,We are seeking a commercially-minded and talent to drive data-driven decision-making and operational efficiency across our cinema network.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_machine_learning_p2_23,Data Analyst,ONEDEGREE HONG KONG LIMITED,Kwun Tong District,,"We are looking for a Data Analyst to transform data into actionable insights that shape product strategy, customer experience and business performance",jobsdb,"We are looking for a Data Analyst to transform data into actionable insights that shape product strategy, customer experience and business performance",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_machine_learning_p2_24,AI Engineer(24K),Manpower Services (Hong Kong) Limited,North Point,,AI Engineer(24K),jobsdb,AI Engineer(24K),,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_machine_learning_p2_28,Senior Data Scientist,Ambition,Central and Western District,Negotiable,Our Well-known Global MNC Client is looking for a Senior Data Scientist,jobsdb,Our Well-known Global MNC Client is looking for a Senior Data Scientist,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_deep_learning_p2_16,AI Multi-modal & World Model Scientist,"TCL Corporate Research (Hong Kong) Co., Limited",Science Park,,This position offers the opportunity to work on innovative projects and contribute to the development of advanced AI solutions,jobsdb,This position offers the opportunity to work on innovative projects and contribute to the development of advanced AI solutions,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_deep_learning_p2_21,AI Researcher,Logistics and Supply Chain MultiTech R&D Centre Limited,Cyberport,,"The role is to drive innovative prototypes and deploy production multimodal Al systems, translating cutting-edge research into real-world applications",jobsdb,"The role is to drive innovative prototypes and deploy production multimodal Al systems, translating cutting-edge research into real-world applications",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_deep_learning_p2_23,Software Engineer - ML / AI Engineer (Perm/Contract),EYT3 Limited,Southern District,,We look for a forward-thinking ML/AI Engineer to contribute to a confidential large language model (LLM) project in the financial services domain.,jobsdb,We look for a forward-thinking ML/AI Engineer to contribute to a confidential large language model (LLM) project in the financial services domain.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_deep_learning_p2_26,Consultant / Senior Consultant / Manager / Senior Manager - Gen-AI - Hong Kong,Deloitte Touche Tohmatsu,Admiralty,,"Design, drive and implement AI solutions and strategies for external clients tailored to their needs with a focus on user experience",jobsdb,"Design, drive and implement AI solutions and strategies for external clients tailored to their needs with a focus on user experience",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_large_language_model_p1_4,Senior Consultant (AI and Digital),WSP (Asia) Limited,Kowloon Bay,,"Lead end‑to‑end AI solution design, prototyping, and integration, turning business needs into scalable digital solutions across industries",jobsdb,"Lead end to end AI solution design, prototyping, and integration, turning business needs into scalable digital solutions across industries",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_large_language_model_p2_10,Senior Generative AI architectural Engineer,Bank of China (Hong Kong) Limited,Fo Tan,,-,jobsdb,-,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_large_language_model_p2_16,Artificial Intelligence ( AI ) Development Team - Newly Formed,Acton Consulting Limited,Kowloon,,A newly formed Artificial Intelligence Team from a MNC looking for several AI Experts - AI Developer or ML Engineer or LLM Specialist,jobsdb,A newly formed Artificial Intelligence Team from a MNC looking for several AI Experts - AI Developer or ML Engineer or LLM Specialist,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_large_language_model_p2_17,Senior AI/ML Engineer (LLM / CV / OCR) - AI Healthcare,Dr. Kudos Lab Limited,Wan Chai District,,"Develop, fine-tune and optimize LLMs and CV/OCR models, deploy in production, and work with teams to deliver scalable, production-ready AI solutions",jobsdb,"Develop, fine-tune and optimize LLMs and CV/OCR models, deploy in production, and work with teams to deliver scalable, production-ready AI solutions",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_large_language_model_p2_18,"Data Engineer (LLM, ML)",PERSOL,Hong Kong Island,,"Document technical designs, contribute to code reviews, and maintain best practices in AI and ML",jobsdb,"Document technical designs, contribute to code reviews, and maintain best practices in AI and ML",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_large_language_model_p2_20,AI Agent Researcher,DocPro Limited,Hong Kong Island,,Shape how the world interacts with legal information by pioneering next-generation agentic workflows.,jobsdb,Shape how the world interacts with legal information by pioneering next-generation agentic workflows.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_large_language_model_p2_24,Head of Product - AI & Agent (Web3),Page Executive,Central and Western District,,Head of Product - AI & Agent (Web3),jobsdb,Head of Product - AI Agent (Web3),,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_large_language_model_p2_26,AI Lead,ESD Services Limited (ESDlife),Hung Hom,,"Lead the design and delivery of enterprise AI and GenAI solutions, integrating LLM, RAG, and MLOps to support business transformation.",jobsdb,"Lead the design and delivery of enterprise AI and GenAI solutions, integrating LLM, RAG, and MLOps to support business transformation.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': ['Mlops'], 'databases': [], 'soft_skills': []}"
jobsdb_LLM_p1_3,Software Engineer (AI & LLM Applications),unotech Limited,Kwun Tong,,"independent contributor who can own features, ship production code, and grow into advanced AI/LLMOps responsibilities.",jobsdb,"independent contributor who can own features, ship production code, and grow into advanced AI/LLMOps responsibilities.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': ['Independent']}"
jobsdb_LLM_p2_12,AI Engineer Intern (RAG/LLM),ICC (Hong Kong) Limited,Hong Kong SAR,,"RAG System Design & OptimizationBuild and improve RAG pipelines for contract use cases:
Document parsing (PDFs, OCR, tables)
Chunking, embedding,...",jobsdb,"RAG System Design OptimizationBuild and improve RAG pipelines for contract use cases: Document parsing (PDFs, OCR, tables) Chunking, embedding,...",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_LLM_p2_14,Senior AI Innovation Engineer (LLM/CV) - J12594,Pinpoint Asia,Kowloon,"$65,000 – $75,000 per month","As the driving force behind AI innovation, you will lead the conceptualization and development of advanced Proof-of-Concept (PoC) solutions",jobsdb,"As the driving force behind AI innovation, you will lead the conceptualization and development of advanced Proof-of-Concept (PoC) solutions",75000.0,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_LLM_p2_16,LLM Pre-training & Distributed Engineer (AI Infrastructure),Hyphen Connect Limited,Hong Kong SAR,,We are seeking a highly skilled LLM Pre-training & Distributed Systems Engineer. This role is essential for orchestrating large-scale machine...,jobsdb,We are seeking a highly skilled LLM Pre-training Distributed Systems Engineer. This role is essential for orchestrating large-scale machine...,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_LLM_p2_19,LLM MLOps Engineer,Robert Walters (HK) Ltd,Central and Western District,Negotiable,A leading organisation in Hong Kong is seeking an LLM MLOps Engineer to join their renowned Data Monetisation Team.,jobsdb,A leading organisation in Hong Kong is seeking an LLM MLOps Engineer to join their renowned Data Monetisation Team.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': ['Mlops'], 'databases': [], 'soft_skills': []}"
jobsdb_LLM_p2_20,Software Developer - AI and HPC,Appcara Hong Kong Limited,Kowloon Bay,,"Assists the development and delivery of our HPC platform, developed in NodeJS, Rust, Python, PostgreSQL, Kubernetes, and Slurm",jobsdb,"Assists the development and delivery of our HPC platform, developed in NodeJS, Rust, Python, PostgreSQL, Kubernetes, and Slurm",,,HKD,"{'programming_languages': ['Python', 'Rust'], 'frameworks_libraries': [], 'cloud_devops': ['Kubernetes'], 'databases': ['Postgresql'], 'soft_skills': []}"
jobsdb_LLM_p2_23,LLM Research Scientist,Cummins Hong Kong Limited,Hong Kong SAR,,"We are seeking a Senior LLM Research Scientist to drive advanced research, design next-generation domain LLMs, and influence the AI Lab’s future...",jobsdb,"We are seeking a Senior LLM Research Scientist to drive advanced research, design next-generation domain LLMs, and influence the AI Lab s future...",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_NLP_engineer_p2_10,"AI Engineer (On-site, Hong Kong Office)",Modern Space Asia Limited,Wan Chai,,"Drive AI adoption at a global scale-up — build copilots, automate workflows, and shape Modernspace’s AI future from Hong Kong.",jobsdb,"Drive AI adoption at a global scale-up build copilots, automate workflows, and shape Modernspace s AI future from Hong Kong.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_NLP_engineer_p2_27,"Artificial Intelligence Agent Associate / AI Builder (5 Day Work, Bonus)",Magic Compass Securities Limited,Wan Chai,,"Artificial Intelligence Agent Associate , AI Internship",jobsdb,"Artificial Intelligence Agent Associate , AI Internship",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_computer_vision_p1_1,3D Computer Vision Engineer,ASMPT Technology Hong Kong Limited,Tsing Yi,,"Join us as a 3D Computer Vision Engineer to develop 3D vision products! Research latest 3D sensing, reconstruction, metrology technologies",jobsdb,"Join us as a 3D Computer Vision Engineer to develop 3D vision products! Research latest 3D sensing, reconstruction, metrology technologies",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_computer_vision_p2_23,Computer Vision Algorithm Engineer,Apple,Hong Kong SAR,,We are a team at Apple developing state-of-the-art generative AI and 3D computer vision technologies for next-generation content creation systems....,jobsdb,We are a team at Apple developing state-of-the-art generative AI and 3D computer vision technologies for next-generation content creation systems....,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_computer_vision_p2_29,AI Application and Integration Engineer,Spark Education (Hong Kong) Limited,Wan Chai District,,"Welcome to submit your resume to join us, let's grow together",jobsdb,"Welcome to submit your resume to join us, let s grow together",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_developer_p1_3,Programmer (AI Solutions),The Union Gas Appliances Trading Limited,Quarry Bay,,"Interested parties please apply with your full resume stating present and expected salary to ""APPLY NOW"".",jobsdb,Interested parties please apply with your full resume stating present and expected salary to APPLY NOW .,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_developer_p1_4,Application Developer / Senior Application Developer (AI Agent Development),CITIC Telecom International Holdings Limited,Kwai Fong,,Lead the architectural evolution of core telecom BSS/OSS platforms by integrating cutting-edge AI Agent technologies and robust cloud-native framework,jobsdb,Lead the architectural evolution of core telecom BSS/OSS platforms by integrating cutting-edge AI Agent technologies and robust cloud-native framework,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_developer_p2_9,"AI Developer / Programmer (Python, Over $40K)",CL Technical Services Ltd.,Kowloon Bay,"$40,000 – $45,000 per month","AI, Python, web/mobile applications",jobsdb,"AI, Python, web/mobile applications",45000.0,,HKD,"{'programming_languages': ['Python'], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_developer_p2_10,Analyst Programmer (AI Focus),Gleneagles Hospital Hong Kong,Southern District,,Develop and enable enterprise AI solutions to streamline workflows and enhance productivity across the organization,jobsdb,Develop and enable enterprise AI solutions to streamline workflows and enhance productivity across the organization,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_developer_p2_12,"AI Web Developer (40K+, Startup Mindset)",Robert Walters (HK) Ltd,Central and Western District,,Our client are embarking on an exciting journey to revolutionize the business and IT environment.,jobsdb,Our client are embarking on an exciting journey to revolutionize the business and IT environment.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_developer_p2_13,Software Engineer (ACT),Clustertech Limited,Sha Tin District,,"The role sits at the intersection of high-performance software engineering and AI orchestration, making our AI solutions fast, stable, and scalable.",jobsdb,"The role sits at the intersection of high-performance software engineering and AI orchestration, making our AI solutions fast, stable, and scalable.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_developer_p2_14,Senior AI Developer,"Banclogix System Co., Limited",Admiralty,,Senior AI Developer - AI Native Fintech,jobsdb,Senior AI Developer - AI Native Fintech,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_developer_p2_15,Full-Stack AI Web Developer - Elite Financial Entity - J12837,Pinpoint Asia,Admiralty,"$45,000 – $60,000 per month","As a Web Developer, you will be at the forefront of the company's innovation strategy, evaluating and maintaining web applications",jobsdb,"As a Web Developer, you will be at the forefront of the company s innovation strategy, evaluating and maintaining web applications",60000.0,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_developer_p2_16,Senior AI Developer (at the rank of IT Officer) for AI Applications Team,The University of Hong Kong,Pok Fu Lam,,Senior AI Developer (at the rank of IT Officer) for AI Applications Team,jobsdb,Senior AI Developer (at the rank of IT Officer) for AI Applications Team,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_developer_p2_17,Senior AI Application Developer,Robert Walters (HK) Ltd,Central and Western District,$70k - $95k p.m. + Bonus,"Support strategic AI initiatives by designing, developing and deliver production-ready AI applications as Senior AI Application Developer in HK.",jobsdb,"Support strategic AI initiatives by designing, developing and deliver production-ready AI applications as Senior AI Application Developer in HK.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_developer_p2_18,Full-Stack AI Developer (Web/mobile platform),CL Technical Services Ltd.,Kowloon Bay,"$35,000 – $50,000 per month","Design, develop, and test enhancements for AI",jobsdb,"Design, develop, and test enhancements for AI",50000.0,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_developer_p2_19,"Web Developer, AI Projects - Financial Institution (Ref: WDAIP/HL)",Crossings Executive Search,Hong Kong Island,,Our financial client is seeking a bright Web Developer to join their team.,jobsdb,Our financial client is seeking a bright Web Developer to join their team.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_developer_p2_22,Part-time / Full-time AI and IT Developer,Fai Po Gem & Jewellery Limited,Hung Hom,,"Seeking a talented  AI and IT Developer to drive digital innovation at our jewelry firm, enhancing operations from design to sales.",jobsdb,"Seeking a talented AI and IT Developer to drive digital innovation at our jewelry firm, enhancing operations from design to sales.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_developer_p2_23,Senior Software Developer | Luxury Retail Fashion House,Techforce Group Limited,Central,"$30,000 – $35,000 per month","Bespoke APAC .NET Senior Developer with strong UI/UX and AI-assisted coding skills to build and support secure, scalable web apps.",jobsdb,"Bespoke APAC .NET Senior Developer with strong UI/UX and AI-assisted coding skills to build and support secure, scalable web apps.",35000.0,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_developer_p2_24,Senior Full Stack Developer (AI project management / application),CL Technical Services Ltd.,Kowloon Bay,"$50,000 – $68,000 per month",AI Project management,jobsdb,AI Project management,68000.0,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': ['Project management']}"
jobsdb_AI_developer_p2_26,Web Developer  (AI & Modern Web Applications),Oliver James Associates Limited,Kwai Hing,,Web Developer to join their growing AI & Innovation team,jobsdb,Web Developer to join their growing AI Innovation team,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_developer_p2_27,"Analyst Programmer (C#, AI) - 20-40k",Manpower Services (Hong Kong) Limited,Hong Kong Island,,"Our client is now looking for Analyst Programmer (C#, AI) to join within their team.",jobsdb,"Our client is now looking for Analyst Programmer (C#, AI) to join within their team.",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_developer_p2_28,Junior AI Application Developer (Contract),Popular e-Learning (H.K.) Limited,Tsuen Wan District,,Junior team member to support the development of AI tools for teachers and students. The role focuses on using generative AI tools.,jobsdb,Junior team member to support the development of AI tools for teachers and students. The role focuses on using generative AI tools.,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_AI_developer_p2_29,AI Engineer/ Developer (OnShore),Ambition,Hong Kong Island,$40k - $80k p.m.,Lead end-to-end GenAI architecture & Python development. Requires trilingual fluency (English/Cantonese/Mandarin) for global team collaboration.,jobsdb,Lead end-to-end GenAI architecture Python development. Requires trilingual fluency (English/Cantonese/Mandarin) for global team collaboration.,,,HKD,"{'programming_languages': ['Python'], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': ['Collaboration']}"
jobsdb_ML_engineer_p2_21,"AI ML Engineer,Multimodal NLP & Speech",Onwards Media Group (HK) Limited,Hong Kong SAR,,"As a Machine Learning Engineer specializing in Multimodal NLP & Speech, you will drive the
research and execution of next-generation narrative...",jobsdb,"As a Machine Learning Engineer specializing in Multimodal NLP Speech, you will drive the research and execution of next-generation narrative...",,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
jobsdb_ML_engineer_p2_22,Artificial Intelligence (AI) Engineer,Ping An Digital Bank (International) Limited,Hong Kong SAR,,Focus on transitioning machine learning models from development to business application in banking industry,jobsdb,Focus on transitioning machine learning models from development to business application in banking industry,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
